,0,1,2
148,62.25035421,120.3866374,sphere
149,79.16048034,259.2896682,fiber
150,58.04926529,246.3576751,sphere
151,23.646266,114.0092375,fiber
152,83.82388044,1000,fiber
153,55.23807948,201.5252224,film
154,60.93064292,154.9497034,fiber
155,40.86171845,113.4463378,sphere
156,86.36818489,122.7188484,sphere
157,99.67877582,1000,film
158,8.291740555,197.9950827,sphere
159,93.24011216,283.638344,fiber
160,47.30256012,198.9310917,film
161,24.74327371,490.6257405,film
162,92.3726964,586.4370202,sphere
163,62.50533855,572.2675443,film
164,17.15515568,289.5333775,fiber
165,2.273242555,396.4935116,sphere
166,63.40001561,124.4790101,film
167,25.66616238,164.753942,fiber
168,48.25915854,110.4820616,film
169,2.192886002,187.8831794,film
170,60.67109732,213.5284696,sphere
171,35.91475367,640.3894242,sphere
172,58.69544743,119.5853593,sphere
173,89.20471513,122.5690701,film
174,13.22984693,824.4848827,film
175,25.31407652,493.0803389,fiber
176,56.8741613,449.6745443,sphere
177,67.65336275,1000,sphere
178,58.23260263,480.3982031,film
179,49.04216487,239.3435253,fiber
180,67.13552383,290.3822975,film
181,35.67119454,313.6014722,film
182,9.110079833,239.9632291,fiber
183,88.77592848,391.2871975,film
184,81.86416733,296.315026,film
185,30.34907786,320.9164735,film
186,47.164982,268.6560354,fiber
187,1.705475905,252.011691,film
188,73.92123675,426.8477093,fiber
189,12.73660275,204.2171065,film
190,19.64022069,229.4849364,sphere
191,49.52656426,576.5321864,fiber
192,54.89185376,500.34469,film
193,75.63457137,220.1528152,fiber
194,89.42196092,215.3436597,fiber
195,4.323129475,171.2271948,film
196,19.1653337,578.9833417,sphere
197,45.15390935,274.2135031,film
198,71.06976853,272.5106941,film
199,21.59750395,185.3136536,fiber
200,61.22438446,457.9820359,sphere
201,22.98090047,336.7212538,film
202,22.53606954,116.9380814,sphere
203,25.98522168,1000,film
204,95.2615367,333.7797655,film
205,25.2354507,215.9774684,fiber
206,34.38496257,218.0894693,sphere
207,61.17185279,315.7497579,film
208,45.89378394,60.31988614,fiber
209,10.90040503,151.7102641,film
210,13.02833861,437.1022053,sphere
211,13.27739897,180.5251228,film
212,59.24651987,202.9009324,fiber
213,10.28545179,1000,fiber
214,66.22540239,253.1926158,fiber
215,46.71955321,309.3908651,sphere
216,60.07667878,742.0354567,sphere
217,45.00336635,407.3829462,sphere
218,61.02480654,113.0711445,film
219,20.1783696,111.5335809,sphere
220,33.19183948,203.2936193,film
221,17.88386498,323.9158071,film
222,58.67299388,111.8423703,sphere
223,17.12547328,167.2617477,fiber
224,54.30749006,369.0206251,sphere
225,92.5027473,124.4331714,film
226,48.16477416,112.3757821,sphere
227,66.72233254,284.2298975,fiber
228,77.88409663,325.6524184,fiber
229,26.56927011,144.1819009,film
230,11.9839308,162.1508472,film
231,97.48971931,512.0137191,film
232,24.90838943,176.2322525,sphere
233,67.44472171,364.4317087,sphere
234,57.93607333,407.6742779,sphere
235,35.31717132,292.3944983,fiber
236,52.11655103,541.5029827,film
237,95.25834079,649.343423,sphere
238,86.00253827,492.0229013,sphere
239,18.53780633,303.7717315,sphere
240,72.77538847,404.4961284,sphere
241,79.75174668,1000,sphere
242,16.24372516,220.4232112,film
243,67.36627663,1000,film
244,82.56617289,324.2691339,sphere
245,66.51600941,329.1019884,fiber
246,89.06652215,416.7523671,sphere
247,69.84628902,1000,film
248,9.700369839,1000,sphere
249,46.06905339,336.0171586,fiber
250,19.01237023,148.3439508,film
251,13.68481243,207.9649726,sphere
252,6.033417269,131.7094439,sphere
253,47.34958885,255.9308954,sphere
254,83.39688324,176.9549485,sphere
255,66.28984817,1000,sphere
256,86.913123,168.9455655,fiber
257,92.56551965,229.6181291,fiber
258,88.80906069,238.5975114,fiber
259,23.9201354,261.2386845,film
260,48.81176236,207.5366663,sphere
261,40.34242208,1000,sphere
262,23.22964714,252.2858553,fiber
263,88.31994998,482.1273437,sphere
264,55.07034047,281.9314557,fiber
265,93.63061374,527.0420555,sphere
266,25.33707524,113.0176961,sphere
267,0.9748457635,135.1676193,film
268,88.71921697,325.2432479,fiber
269,53.47656995,141.8095056,fiber
270,82.14772829,1000,sphere
271,63.85450371,204.7009679,fiber
272,37.21277992,113.8599676,sphere
273,56.61705077,272.2243692,sphere
274,13.39395461,309.2994094,film
275,82.7088989,130.434042,film
276,91.96430671,376.5792404,sphere
277,38.93095445,439.9955597,fiber
278,58.68787958,270.2626783,fiber
279,97.92315802,523.8022291,fiber
280,87.78448196,177.6982376,fiber
281,70.09903424,288.2272748,sphere
282,39.45587944,1000,fiber
283,18.99997902,667.9976121,sphere
284,19.14948109,239.4870084,fiber
285,7.754429152,958.7911484,sphere
286,72.06481614,1000,sphere
287,75.41202136,192.4624819,fiber
288,32.0255687,192.913047,film
289,4.378977154,886.3009908,sphere
290,34.10958079,123.654643,film
291,53.6372401,117.205042,sphere
292,19.13510708,119.609279,sphere
293,16.45327191,243.0482579,film
294,37.31523529,371.9227357,fiber
295,12.06541532,135.8310962,sphere
296,2.236907529,349.3793075,fiber
297,89.04495584,766.8772976,sphere
298,8.821524639,166.0078189,fiber
299,90.24634998,159.3080764,fiber
300,14.5201716,293.6356356,film
301,8.344499652,166.5113982,film
302,78.64816692,122.9872674,fiber
303,49.38306699,305.9604329,film
304,95.57813694,146.5143768,fiber
305,12.00359397,123.1995293,film
306,32.30894414,299.8577159,film
307,31.12452637,592.3267584,fiber
308,86.49471127,237.4047792,fiber
309,46.12865505,115.6323057,sphere
310,65.17272216,607.0337254,film
311,6.287410608,297.7753249,film
312,58.64955921,383.0504215,sphere
313,86.7999024,239.4069268,film
314,87.74278393,250.1764055,fiber
315,1.921475289,146.5632758,fiber
316,28.90344648,479.1301252,fiber
317,33.04938977,222.306442,fiber
318,20.54631303,163.8956595,sphere
319,14.16072377,1000,fiber
320,43.78979564,165.0806328,film
321,81.20364055,1000,sphere
322,57.27386315,118.1018318,film
323,52.86764529,128.6442718,fiber
324,65.28045248,134.0185527,sphere
325,4.463156511,209.4802061,film
326,92.71003134,230.2941088,fiber
327,99.26683138,286.329526,film
328,31.23871697,863.4968122,sphere
329,81.25655029,246.5132421,sphere
330,89.5942366,114.8890413,sphere
331,74.81973598,143.9579279,fiber
332,19.9180837,1000,fiber
333,10.72446532,204.0439522,film
334,30.0240539,298.8016184,film
335,98.86712962,308.9115274,fiber
336,4.55295184,972.0988016,fiber
337,52.5588786,118.534194,film
338,5.059541624,547.8701521,sphere
339,80.61476335,262.1057538,film
340,6.002124582,340.6590478,fiber
341,43.82181832,300.1848385,film
342,92.13815452,139.7715746,film
343,6.151872543,134.9955817,film
344,17.55724117,293.2777234,sphere
345,85.63373333,72.0535424,film
346,98.98160921,462.3178572,sphere
347,70.61932901,130.4138204,sphere
348,90.17173573,226.5826725,film
349,5.992357661,111.7903838,fiber
350,5.076460169,481.2929105,film
351,12.29357713,247.7510977,film
352,54.10505963,159.0700599,fiber
353,7.109624997,1000,sphere
354,70.9497231,158.9749637,sphere
355,50.02867159,208.0312905,sphere
356,97.07660293,294.6145187,film
357,92.84999091,249.4594002,fiber
358,22.14304828,172.789453,fiber
359,8.624196208,151.5055538,film
360,86.75156539,370.3206987,film
361,45.59840226,557.470196,sphere
362,9.175160041,301.3024758,fiber
363,42.84794151,340.2990679,film
364,91.64709965,342.2664794,film
365,53.80432178,245.0604558,fiber
366,46.98716247,152.5026777,film
367,38.01385988,205.3361364,film
368,54.89141054,152.8305802,film
369,54.72429214,455.4097294,film
370,77.29485585,234.0150826,film
371,11.53854151,155.1485974,film
372,88.99636851,202.1810861,film
373,96.71033758,134.5302234,film
374,14.74298951,364.9716066,fiber
375,86.10585576,318.1691415,fiber
376,69.99986469,198.0509479,fiber
377,99.18771446,117.8812394,sphere
378,36.76880137,511.7526897,film
379,45.30604799,99.55218295,fiber
380,39.89079789,316.3103914,sphere
381,9.395018307,143.6655879,fiber
382,47.6783221,471.610836,sphere
383,24.40141213,124.9455353,sphere
384,3.974986597,504.0074614,fiber
385,87.35629707,487.2190977,fiber
386,16.76373395,155.2670241,fiber
387,50.08866517,208.7294426,sphere
388,4.250734138,426.7601415,sphere
389,88.30724416,156.1591125,sphere
390,26.8536252,1000,sphere
391,84.11967095,613.2311456,sphere
392,55.88782279,300.5602625,sphere
393,70.24932147,228.3651658,fiber
394,1.307679082,352.2674221,fiber
395,91.47509467,262.9306345,fiber
396,6.935676552,112.0190681,sphere
397,43.24136572,1000,sphere
398,74.71265891,156.6115374,fiber
399,58.05934193,298.4630795,fiber
400,53.9473951,1000,sphere
401,42.03218385,386.0939688,fiber
402,25.03310963,141.2099657,fiber
403,86.12030888,761.1285508,sphere
404,83.49582537,119.2455044,sphere
405,26.65877088,166.9631516,film
406,30.33265392,210.1678563,sphere
407,72.76921328,514.8188973,fiber
408,59.30326303,1000,sphere
409,59.10547256,113.315216,fiber
410,32.67985059,1000,fiber
411,79.18128573,175.5638668,fiber
412,40.95354052,279.9252516,fiber
413,42.70003725,1000,film
414,78.96418329,125.8606525,sphere
415,24.82059227,378.377453,film
416,75.61535192,420.2491846,sphere
417,57.03704143,342.9765239,film
418,70.79720721,116.3244271,sphere
419,16.85466813,154.0654041,fiber
420,51.33905987,370.3127023,fiber
421,7.311788043,146.9589556,fiber
422,84.61530325,511.2902176,film
423,18.79830257,302.7809236,fiber
424,5.640775497,341.8529733,sphere
425,47.11805172,825.8622059,sphere
426,38.67079011,176.2517777,fiber
427,85.71351498,267.102968,film
428,99.17275833,100.0672166,film
429,56.44234341,215.3149395,film
430,14.04313017,461.6315765,sphere
431,33.25073371,112.3337879,film
432,91.12654123,409.7410165,film
433,42.82872505,365.0408584,film
434,32.34317201,1000,fiber
435,35.13420413,273.4698251,fiber
436,37.29620423,1000,fiber
437,73.62595428,1000,sphere
438,13.88873479,244.162237,sphere
439,95.80354426,111.6027691,sphere
440,42.77546563,120.1356122,film
441,6.595779367,1000,sphere
442,16.34867648,134.4804303,sphere
443,63.17628171,1000,sphere
444,53.06117083,256.8812128,fiber
445,19.81242071,123.5973926,sphere
446,8.082067314,581.4796129,sphere
447,82.9984699,168.4506371,film
448,8.033469287,297.1038726,sphere
449,50.99267032,157.5818951,fiber
450,56.96564928,403.0829971,film
451,70.36132559,727.2663099,film
452,79.84150211,159.7754289,sphere
453,58.05996008,535.1360062,sphere
454,44.34012888,197.6612605,fiber
455,41.51483028,697.7646828,film
456,84.01831127,470.8279768,sphere
457,39.96256954,151.1215767,sphere
458,52.4246566,256.4572714,fiber
459,69.84531338,304.2290167,fiber
460,65.11914761,742.213081,film
461,31.73056796,225.3052101,film
462,44.89259757,177.7550427,film
463,18.36036882,719.1082908,sphere
464,17.87804884,278.6420415,fiber
465,41.30023882,338.6230959,fiber
466,96.01051711,180.3561026,film
467,60.77061051,121.5133241,film
468,58.71627769,502.0645372,film
469,75.32005273,390.6253575,film
470,81.21900142,187.2052428,fiber
471,67.46605573,653.5925866,sphere
472,75.71637091,292.0095124,film
473,85.69505708,181.2285341,fiber
474,47.33432064,197.8244659,fiber
475,20.51157231,132.9789437,fiber
476,88.39042197,111.6380193,sphere
477,79.67584735,337.7263918,fiber
478,93.7870677,171.4251518,film
479,40.57937938,557.9527153,sphere
480,50.80487962,589.8092168,sphere
481,40.71046357,413.2595182,film
482,38.89569273,126.9712851,sphere
483,48.11626436,217.7723599,fiber
484,55.51790136,270.7210027,film
485,30.31200169,552.1487955,film
486,26.44763142,189.9124028,film
487,67.58580149,365.7036783,fiber
488,20.77464116,1000,sphere
489,51.73257443,140.4179498,fiber
490,86.00228709,278.7040076,film
491,61.7423558,195.0598679,film
492,40.96290386,70.20701962,fiber
493,29.27425327,183.5890994,fiber
494,72.33986393,121.6968337,fiber
495,74.77620567,157.1152933,fiber
496,44.91180571,486.7729202,sphere
497,29.04143012,221.5744533,film
498,69.87361383,556.6169575,fiber
499,84.9517408,627.3212427,sphere
500,69.04575694,125.4983143,sphere
501,66.03392702,209.2921471,fiber
502,37.45925434,151.6973766,sphere
503,30.70766391,332.7206009,sphere
504,38.02101105,189.2096423,sphere
505,66.50499511,382.124438,fiber
506,53.3938268,301.8340314,fiber
507,28.55819728,285.1515752,film
508,32.23211789,341.8588351,film
509,40.98137895,305.2907111,film
510,50.08807177,583.3187207,film
511,94.97621304,109.2024563,film
512,31.30678108,211.5967423,film
513,18.8551676,236.6699156,film
514,21.6593986,519.0957752,film
515,81.44663274,173.7035589,fiber
516,88.87681546,305.7306737,sphere
517,0.588773809,576.589551,sphere
518,66.24695557,493.8592671,film
519,99.99634733,229.1719956,sphere
520,8.394227759,159.4464895,film
521,87.85918663,113.837995,sphere
522,41.33765363,489.8092097,sphere
523,1.998906088,301.0118502,film
524,62.51923051,667.0603021,fiber
525,54.32670546,298.9070163,fiber
526,44.50799891,237.2718552,fiber
527,63.26310876,148.9351774,sphere
528,55.43487126,125.3685603,fiber
529,51.08981309,266.7148061,sphere
530,91.54114369,362.6205542,film
531,30.76876139,201.3059734,fiber
532,97.93924951,119.5082301,sphere
533,83.25728268,176.2788357,fiber
534,5.505320489,260.6638313,fiber
535,61.08998858,256.9031021,film
536,15.96751899,181.2015731,sphere
537,31.97651518,318.9758753,sphere
538,87.92641176,1000,film
539,59.40986613,1000,fiber
540,93.68834032,216.2953583,film
541,78.64087974,324.3871647,fiber
542,58.48060167,302.0417742,film
543,32.9137305,857.9239922,fiber
544,0.2382257979,111.4375618,sphere
545,7.212938759,251.8552003,film
546,77.49416612,194.8513411,film
547,97.70077474,149.3144516,fiber
548,6.997054201,195.2469442,film
549,19.4792802,233.5334966,film
550,30.10238457,571.515247,film
551,12.78982083,282.998253,film
552,45.71532097,591.1788533,sphere
553,87.39519942,1000,fiber
554,28.88274194,305.4242377,film
555,25.98986689,134.5386763,film
556,37.04979808,209.599488,fiber
557,19.99312542,659.4535971,sphere
558,5.90034768,232.6599336,film
559,50.25393387,264.5067037,film
560,16.91028749,231.2740713,film
561,43.04153611,109.8040099,film
562,84.92272944,405.0349071,film
563,47.21257438,468.1470834,film
564,54.60985499,208.8687702,film
565,38.13443718,166.0046318,fiber
566,31.34057696,1000,sphere
567,37.80759025,146.7791488,sphere
568,1.31034662,382.9242775,fiber
569,44.57091482,235.7978667,fiber
570,90.79286408,420.447968,film
571,38.59102299,113.7746267,film
572,37.36191565,314.6983678,sphere
573,1.864227923,268.9803141,film
574,1.546699342,591.9762718,sphere
575,67.30184604,421.5411977,fiber
576,82.49811516,234.9224974,sphere
577,47.22264783,993.5978805,sphere
578,23.97366447,173.640323,film
579,48.39396961,184.6382793,film
580,53.03121531,350.2549615,sphere
581,57.83842587,328.9598017,sphere
582,14.82310658,317.9314829,fiber
583,93.31333458,221.8171677,film
584,55.63931454,289.2609887,film
585,38.87297356,272.2435598,film
586,22.96917211,298.0628832,sphere
587,3.260646531,1000,sphere
588,60.73676648,243.5284317,sphere
589,19.45552888,294.7777134,sphere
590,22.03763873,372.6299091,sphere
591,21.97765199,288.3050505,sphere
592,62.95928941,541.3766883,sphere
593,20.92802129,279.9127214,fiber
594,15.48102026,763.1137421,sphere
595,49.38210331,150.2724024,film
596,38.81544486,341.9429625,sphere
597,76.89689783,212.3587565,fiber
598,98.43783109,166.9115534,film
599,44.7593052,442.5138516,fiber
600,18.25735836,408.4214461,film
601,63.0505025,123.9722404,sphere
602,59.04827702,456.7769449,fiber
603,39.40429002,387.4997343,sphere
604,5.840226512,1000,sphere
605,22.72000264,198.9609289,film
606,61.42272655,254.7442816,fiber
607,98.36635949,121.2640862,sphere
608,17.61369155,248.9032825,film
609,30.49434692,976.430944,sphere
610,73.40395468,626.4467514,sphere
611,46.37545702,121.332677,film
612,56.79051724,239.0181419,fiber
613,29.51788116,376.7724096,sphere
614,74.56504253,393.5081798,film
615,8.179510033,226.6569608,fiber
616,82.79000866,1000,sphere
617,37.4792325,209.9074615,fiber
618,80.61514888,317.5573905,film
619,38.31237253,396.1449965,fiber
620,6.245306398,131.1801483,sphere
621,86.37770275,123.7827717,film
622,64.72368619,741.1725312,sphere
623,58.69567083,641.5190723,sphere
624,42.86600485,118.7435516,sphere
625,56.51598562,111.6152249,sphere
626,35.69420607,168.0211672,sphere
627,65.87844123,171.3182721,sphere
628,22.29081047,112.2542596,sphere
629,39.85651266,548.2163964,sphere
630,62.29740387,426.9313929,sphere
631,12.19094636,444.9822012,sphere
632,29.09482272,1000,film
633,20.35801938,389.8833116,sphere
634,50.57634447,265.3917616,film
635,91.21764072,260.8029509,fiber
636,74.84807073,279.4092861,fiber
637,41.05730652,337.3027608,fiber
638,87.12921802,465.6955793,film
639,53.89979696,317.3339145,film
640,43.58819446,238.526088,sphere
641,99.60219003,442.6450305,sphere
642,31.21306928,317.3687166,sphere
643,48.075272,134.6844628,sphere
644,97.08493017,206.8133226,film
645,10.60977832,131.7432975,film
646,54.2536493,487.333099,sphere
647,34.52599091,672.6396263,sphere
648,86.88671091,128.9745525,film
649,87.96479624,252.945061,fiber
650,45.98089117,279.3730114,film
651,32.64183113,118.7055082,sphere
652,55.69406768,299.8531347,fiber
653,24.32827414,112.3739871,film
654,39.05731633,395.5416256,film
655,22.16087177,279.3465377,film
656,72.63121418,335.3018002,film
657,2.637008014,257.1711905,sphere
658,62.72262197,290.6039916,film
659,46.39431283,339.0554176,film
660,64.82006181,126.5151058,sphere
661,30.95848032,494.7613709,sphere
662,13.37749984,294.1678806,film
663,83.58507404,297.9310816,film
664,94.30600166,310.7998568,film
665,76.29965993,250.358207,sphere
666,59.52372033,188.7631249,sphere
667,82.84811626,125.0660447,film
668,76.65894241,175.5101937,fiber
669,43.76943887,321.7071211,film
670,7.017113897,205.7559994,film
671,38.73122266,1000,sphere
672,14.29890115,308.7619978,fiber
673,53.10935825,204.8156273,fiber
674,66.48087775,612.6414054,sphere
675,82.70404086,560.6055428,film
676,93.46505358,256.4577557,fiber
677,60.03415666,1000,sphere
678,40.26980787,331.6314822,film
679,57.80879046,506.8882969,sphere
680,64.5061462,352.6373408,fiber
681,91.63761786,245.0176233,fiber
682,6.516691264,610.6696479,fiber
683,64.47342556,506.1385475,fiber
684,67.81225788,205.3090395,fiber
685,26.07412553,562.5221344,sphere
686,47.14320035,213.1723436,film
687,43.70730222,176.1723865,fiber
688,34.39311234,343.8803721,film
689,80.54392693,103.9776825,fiber
690,51.02047927,275.9061468,fiber
691,9.330845998,1000,film
692,11.40846078,281.6110397,film
693,90.70376561,124.4297934,fiber
694,62.28507006,1000,sphere
695,66.3230114,514.4595061,fiber
696,3.741333229,783.7799536,film
697,71.87044356,223.4336638,fiber
698,6.969406552,302.9541523,sphere
699,40.07550157,559.2924916,sphere
700,52.87236553,162.8108517,fiber
701,48.74386015,142.6999633,film
702,45.19821338,504.8881225,sphere
703,88.86026001,432.9828256,fiber
704,71.68514455,148.0400457,fiber
705,39.94857115,314.4177825,fiber
706,20.44081286,275.1945267,sphere
707,49.85234928,576.7000715,sphere
708,15.16363107,158.5792077,fiber
709,56.28570398,403.6920985,sphere
710,32.26093755,202.6753567,sphere
711,18.41133916,294.9471527,film
712,50.6107948,91.72591838,fiber
713,38.14002935,219.3899228,film
714,71.70495698,155.8936096,film
715,71.30287339,177.2656478,film
716,66.9564105,282.4061422,film
717,14.49350302,1000,fiber
718,1.99187086,295.1745614,fiber
719,98.02565278,284.7504207,fiber
720,91.83420047,456.3890193,film
721,73.68112299,111.6743695,film
722,9.050290053,128.9777034,fiber
723,58.48761502,149.4047385,sphere
724,28.90760579,178.9367216,fiber
725,35.50384788,1000,sphere
726,9.615719133,122.5047852,sphere
727,62.49454995,1000,sphere
728,97.90611759,283.028261,fiber
729,71.96145125,285.7604279,fiber
730,57.36201855,256.823631,sphere
731,1.110392381,1000,sphere
732,87.7443609,246.8563745,film
733,93.48528455,112.854722,sphere
734,79.34101562,241.337165,film
735,22.39642716,894.2290488,sphere
736,74.60135191,182.7611472,fiber
737,12.94400546,528.6718736,sphere
738,42.45736321,314.9965591,fiber
739,0.7397249403,327.6788349,film
740,20.8534632,96.65428611,film
741,27.00385412,122.8418242,fiber
742,89.53590041,387.1116544,sphere
743,27.06001746,1000,fiber
744,53.75249481,117.7034011,sphere
745,95.64771207,394.5665402,film
746,54.06252077,151.8147867,fiber
747,11.81938241,292.9896743,fiber
748,35.47004432,158.3555665,fiber
749,32.80859578,226.5805015,fiber
750,8.474553558,48.04347804,fiber
751,73.33774276,201.9919498,sphere
752,48.41417831,369.5497799,sphere
753,31.49330138,420.1815214,fiber
754,64.68418911,1000,sphere
755,28.3136703,216.823329,film
756,21.60367775,1000,fiber
757,81.05317939,119.2377892,fiber
758,74.91138353,574.9212809,sphere
759,23.89735804,285.1781375,film
760,73.16371943,415.7765204,fiber
761,26.38831755,252.4350612,film
762,72.19845112,114.483943,sphere
763,71.47134904,285.1133113,film
764,79.84044376,185.5470693,film
765,80.17102356,468.811064,film
766,7.037407842,302.927332,film
767,26.73201302,111.6794094,sphere
768,58.60772492,538.8153032,sphere
769,59.34180077,358.0163512,film
770,37.93565586,184.76966,fiber
771,54.12008321,277.7085795,film
772,26.85197365,205.1990476,sphere
773,28.69211619,453.4964686,sphere
774,31.97009319,516.4596843,film
775,68.58980327,422.2365987,fiber
776,86.49097376,462.8688442,fiber
777,20.97674504,187.2207065,sphere
778,12.65736111,463.6019678,sphere
779,34.85590779,474.6748258,sphere
780,87.82509949,132.6189342,film
781,80.94748957,1000,sphere
782,55.4332523,409.2294991,sphere
783,56.33850797,178.9548061,fiber
784,72.85839127,147.6256256,fiber
785,76.50062594,181.0596831,fiber
786,80.66502103,1000,sphere
787,36.21848072,164.7722153,fiber
788,72.22279815,358.0566634,fiber
789,34.66249057,358.4538875,fiber
790,92.36022774,338.3200575,film
791,48.77735444,855.5186116,sphere
792,34.13018199,250.6519131,film
793,87.91804926,519.9745402,film
794,1.025538038,326.4435908,sphere
795,12.73614886,354.5849633,fiber
796,96.79957553,219.7276468,film
797,51.29328993,231.9227318,sphere
798,95.57535615,200.2645804,fiber
799,49.38214,252.2553307,sphere
800,32.89591152,575.0206077,fiber
801,7.313834622,343.7962003,fiber
802,54.38642191,1000,film
803,64.96521096,340.9063701,sphere
804,51.556253,342.42191,sphere
805,66.40521823,324.286249,film
806,32.62701931,404.8143408,fiber
807,93.54846465,1000,sphere
808,32.01855151,143.052977,film
809,99.94182208,594.4885685,film
810,8.58550131,347.2255725,film
811,29.34262772,137.9632445,film
812,55.09476681,163.0052589,fiber
813,32.48988582,653.2614862,fiber
814,20.54870423,570.3476237,sphere
815,87.10611209,129.2747669,film
816,91.05778533,394.71494,fiber
817,62.95639629,155.6821687,sphere
818,1.343263579,624.1070892,sphere
819,76.74774154,206.6645495,film
820,37.75846002,148.8398116,sphere
